Name of Earth Meteorite,ID of Earth Meteorite,Nametype,Recclass,Mass of Earth Meteorite,Year,Reclat,Reclong,Point Coordinates,fall
Northwest Africa 5815,50693,Valid,L5,256.8,,0.0,0.0,"[0, 0]",Found
